CIS #,Profile,Recommendation,Status,Policy,Setting definition ID,Configured value,vs v4.0.0,Notes
49.29,L1,Ensure 'User Account Control: Use Admin Approval Mode' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_useadminapprovalmode,User Account Control Use Admin Approval Mode = Enable,Unchanged,
49.30,L1,Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_switchtothesecuredesktopwhenpromptingforelevation,User Account Control Switch To The Secure Desktop When Prompting For Elevation = Enabled,Unchanged,
49.31,L1,Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_runalladministratorsinadminapprovalmode,User Account Control Run All Administrators In Admin Approval Mode = Enabled,Unchanged,
49.32,L1,Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Local Security Policies - v5.0.0,device_vendor_msft_policy_config_localpoliciessecurityoptions_useraccountcontrol_virtualizefileandregistrywritefailurestoperuserlocations,User Account Control Virtualize File And Registry Write Failures To Per User Locations = Enabled,Unchanged,
50.1,L1,Ensure 'Configure Lsa Protected Process' is set to 'Enabled with UEFI Lock...' (Automated),In policy,"Win - CDW Baseline - SC - CIS L1 - Device Security - D - Device Guard, Credential Guard and HVCI - v5.0.0",device_vendor_msft_policy_config_localsecurityauthority_configurelsaprotectedprocess,Configure Lsa Protected Process = Enabled with UEFI lock. LSA will run as protected process and this configuration is UEFI locked.,Unchanged,
54.1,L2,Ensure 'Allow Message Sync' is set to 'message sync is not allowed and cannot be changed by the user.' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_messaging_allowmessagesync,Allow Message Sync = message sync is not allowed and cannot be changed by the user.,New,
55.1,L1,Ensure 'Allow apps from the Microsoft app store to auto update' is set to 'Allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_allowappstoreautoupdate,Allow apps from the Microsoft app store to auto update = Allowed.,Unchanged,
55.2,L1,Ensure 'Allow Game DVR' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_allowgamedvr,Allow Game DVR = Block,Changed,
55.3,L2,Ensure 'Allow Shared User App Data' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_allowshareduserappdata,Allow Shared User App Data = Block,New,
55.4,L1,Ensure 'Block Non Admin User Install' is set to 'Allow' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_blocknonadminuserinstall,Block Non Admin User Install = Allow,Changed,
55.5,L2,Ensure 'Disable Store Originated Apps' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Microsoft Store - D - Configuration - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_disablestoreoriginatedapps,Disable Store Originated Apps = Enabled,New,
55.6,L1,Ensure 'MSI Allow user control over installs' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_msiallowusercontroloverinstall,MSI Allow User Control Over Install = Disabled,Unchanged,
55.7,L1,Ensure 'MSI Always install with elevated privileges' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_applicationmanagement_msialwaysinstallwithelevatedprivileges,MSI Always Install With Elevated Privileges = Disabled,Unchanged,
68.1,L2,Ensure 'Require Ipps Policy' is set to 'Enabled' (Automated),Not in Settings Catalog,,,,,Printers\Require Ipps Policy not present in the current Settings Catalog export — add once available
69.1,L2,Ensure 'Allow Cross Device Clipboard' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_privacy_allowcrossdeviceclipboard,Allow Cross Device Clipboard = Block,New,
69.2,L1,Ensure 'Allow Input Personalization' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_privacy_allowinputpersonalization,Allow Input Personalization = Block,Changed,
69.3,L2,Ensure 'Disable Advertising ID' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_privacy_disableadvertisingid,Disable Advertising ID = Enabled,New,
69.4,L1,Ensure 'Let Apps Activate With Voice Above Lock' is set to 'Enabled: Force Deny' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Login and Lock Screen - v5.0.0,device_vendor_msft_policy_config_privacy_letappsactivatewithvoiceabovelock,"Let Apps Activate With Voice Above Lock = Force deny. Windows apps cannot be activated by voice while the screen is locked, and users cannot change it.",Changed,
69.5,L2,Ensure 'Upload User Activities' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_privacy_uploaduseractivities,Upload User Activities = Disabled,New,
73.1,L2,Ensure 'Allow Cloud Search' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_search_allowcloudsearch,Allow Cloud Search = Not allowed.,Changed,
73.2,L1,Ensure 'Allow Indexing Encrypted Stores Or Items' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_search_allowindexingencryptedstoresoritems,Allow Indexing Encrypted Stores Or Items = Block,Unchanged,
73.3,L1,Ensure 'Allow Search To Use Location' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_search_allowsearchtouselocation,Allow Search To Use Location = Block,Changed,
73.4,L2,Ensure 'Allow search highlights' is set to '0' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_search_allowsearchhighlights,Allow Search Highlights = 0,New,
75.1,L2,Ensure 'Allow Online Tips' is set to 'Block' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows User Experience - D - Feature Configuration - v5.0.0,device_vendor_msft_policy_config_settings_allowonlinetips,Allow Online Tips = Block,New,
77.1.1,L1,Ensure 'Notify Malicious' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Enhanced Phishing Protection - v5.0.0,device_vendor_msft_policy_config_webthreatdefense_notifymalicious,Notify Malicious = Enabled,Unchanged,
77.1.2,L1,Ensure 'Notify Password Reuse' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Enhanced Phishing Protection - v5.0.0,device_vendor_msft_policy_config_webthreatdefense_notifypasswordreuse,Notify Password Reuse = Enabled,Unchanged,
77.1.3,L1,Ensure 'Notify Unsafe App' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Enhanced Phishing Protection - v5.0.0,device_vendor_msft_policy_config_webthreatdefense_notifyunsafeapp,Notify Unsafe App = Enabled,Unchanged,
77.1.4,L1,Ensure 'Service Enabled' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Enhanced Phishing Protection - v5.0.0,device_vendor_msft_policy_config_webthreatdefense_serviceenabled,Service Enabled = Enabled,Unchanged,
80.1,L1,Ensure 'Enable Sudo' is set to 'Sudo is disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_sudo_enablesudo,Enable Sudo = Sudo is disabled.,Changed,
81.1,L2,Ensure 'Allow Font Providers' is set to 'Not allowed' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_system_allowfontproviders,Allow Font Providers = Not allowed. No traffic to fs.microsoft.com and only locally installed fonts are available.,New,
81.2,L2,Ensure 'Allow Location' is set to 'Force Location Off...' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - Location and Privacy - v5.0.0,device_vendor_msft_policy_config_system_allowlocation,"Allow Location = Force Location Off. All Location Privacy settings are toggled off and grayed out. Users cannot change the settings, and no apps are allowed access to the Location service, including Cortana and Search.",New,
81.3,L1,Ensure 'Allow Telemetry' is set to 'Basic' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Reports and Telemetry - v5.0.0,device_vendor_msft_policy_config_system_allowtelemetry,Allow Telemetry = Basic,Changed,
81.4,L2,Ensure 'Disable Enterprise Auth Proxy' is set to 'Enable' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows Update for Business - D - Reports and Telemetry - v5.0.0,device_vendor_msft_policy_config_system_disableenterpriseauthproxy,Disable Enterprise Auth Proxy = Enable,New,
81.5,L2,Ensure 'Disable One Drive File Sync' is set to 'Sync Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Microsoft OneDrive - D - Configuration - v5.0.0,device_vendor_msft_policy_config_system_disableonedrivefilesync,Disable One Drive File Sync = Sync disabled.,New,
81.6,L1,Ensure 'Enable OneSettings Auditing' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Windows Update for Business - D - Reports and Telemetry - v5.0.0,device_vendor_msft_policy_config_system_enableonesettingsauditing,Enable One Settings Auditing = Enabled.,Unchanged,
81.7,L2,Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows Update for Business - D - Reports and Telemetry - v5.0.0,device_vendor_msft_policy_config_system_limitdiagnosticlogcollection,Limit Diagnostic Log Collection = Enabled.,Unchanged,
81.8,L2,Ensure 'Limit Dump Collection' is set to 'Enabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Windows Update for Business - D - Reports and Telemetry - v5.0.0,device_vendor_msft_policy_config_system_limitdumpcollection,Limit Dump Collection = Enabled.,Unchanged,
82.1,L2,Ensure 'Bluetooth Audio Gateway Service (BTAGService)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.2,L2,Ensure 'Bluetooth Support Service (bthserv)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.3,L1,Ensure 'Computer Browser (Browser)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.4,L2,Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.5,L2,Ensure 'GameInput Service (GameInputSvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.6,L2,Ensure 'Geolocation Service (lfsvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.7,L1,Ensure 'IIS Admin Service (IISADMIN)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.8,L1,Ensure 'Infrared monitor service (irmon)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.9,L2,Ensure 'Link-Layer Topology Discovery Mapper (lltdsvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.10,L1,Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.11,L1,Ensure 'Microsoft FTP Service (FTPSVC)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.12,L2,Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.13,L1,Ensure 'OpenSSH SSH Server (sshd)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.14,L2,Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.15,L2,Ensure 'Problem Reports and Solutions Control Panel Support (wercplsupport)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.16,L2,Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.17,L2,Ensure 'Remote Desktop Configuration (SessionEnv)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.18,L2,Ensure 'Remote Desktop Services (TermService)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.19,L2,Ensure 'Remote Desktop Services UserMode Port Redirector (UmRdpService)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.20,L1,Ensure 'Remote Procedure Call (RPC) Locator (RpcLocator)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.21,L2,Ensure 'Remote Registry (RemoteRegistry)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.22,L1,Ensure 'Routing and Remote Access (RemoteAccess)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.23,L2,Ensure 'Server (LanmanServer)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.24,L1,Ensure 'Simple TCP/IP Services (simptcp)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.25,L2,Ensure 'SNMP Service (SNMP)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.26,L1,Ensure 'Special Administration Console Helper (sacsvr)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.27,L1,Ensure 'SSDP Discovery (SSDPSRV)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.28,L1,Ensure 'UPnP Device Host (upnphost)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.29,L1,Ensure 'Web Management Service (WMSvc)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.30,L2,Ensure 'Windows Error Reporting Service (WerSvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.31,L2,Ensure 'Windows Event Collector (Wecsvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.32,L1,Ensure 'Windows Media Player Network Sharing Service (WMPNetworkSvc)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.33,L1,Ensure 'Windows Mobile Hotspot Service (icssvc)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.34,L2,Ensure 'Windows PushToInstall Service (PushToInstall)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.35,L2,Ensure 'Windows Remote Management (WS-Management) (WinRM)' is set to 'Disabled' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.36,L1,Ensure 'World Wide Web Publishing Service (W3SVC)' is set to 'Disabled' or 'Not Installed' (Automated),Not deliverable as policy (script),,,,,Service startup — not configurable via Settings Catalog; CIS recommends PowerShell / Intune Remediation
82.37,L1,Ensure 'Xbox Accessory Management Service (XboxGipSvc)' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_systemservices_configurexboxaccessorymanagementservicestartupmode,Configure Xbox Accessory Management Service Startup Mode = Disabled,Unchanged,
82.38,L1,Ensure 'Xbox Live Auth Manager (XblAuthManager)' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_systemservices_configurexboxliveauthmanagerservicestartupmode,Configure Xbox Live Auth Manager Service Startup Mode = Disabled,New,
82.39,L1,Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_systemservices_configurexboxlivegamesaveservicestartupmode,Configure Xbox Live Game Save Service Startup Mode = Disabled,New,
82.40,L1,Ensure 'Xbox Live Networking Service (XboxNetApiSvc)' is set to 'Disabled' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - Security Hardening - v5.0.0,device_vendor_msft_policy_config_systemservices_configurexboxlivenetworkingservicestartupmode,Configure Xbox Live Networking Service Startup Mode = Disabled,Unchanged,
90.1,L1,Ensure 'Access Credential Manager As Trusted Caller' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_accesscredentialmanagerastrustedcaller,Access Credential Manager As Trusted Caller = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.2,L1,"Ensure 'Access From Network' is set to 'Administrators, Remote Desktop Users' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_accessfromnetwork,"Access From Network = *S-1-5-32-544, *S-1-5-32-555",Unchanged,
90.3,L1,Ensure 'Act As Part Of The Operating System' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_actaspartoftheoperatingsystem,Act As Part Of The Operating System = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.4,L1,"Ensure 'Allow Local Log On' is set to 'Administrators, Users' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_allowlocallogon,"Allow Local Log On = *S-1-5-32-544, *S-1-5-32-545",Unchanged,
90.5,L1,Ensure 'Backup Files And Directories' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_backupfilesanddirectories,Backup Files And Directories = *S-1-5-32-544,Unchanged,
90.6,L1,"Ensure 'Change System Time' is set to 'Administrators, LOCAL SERVICE' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_changesystemtime,"Change System Time = *S-1-5-32-544, *S-1-5-19",Unchanged,
90.7,L1,"Ensure 'Create Global Objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_createglobalobjects,"Create Global Objects = *S-1-5-32-544, *S-1-5-19, *S-1-5-20, *S-1-5-6",Unchanged,
90.8,L1,Ensure 'Create Page File' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_createpagefile,Create Page File = *S-1-5-32-544,Unchanged,
90.9,L1,Ensure 'Create Permanent Shared Objects' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_createpermanentsharedobjects,Create Permanent Shared Objects = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.10,L1,Ensure 'Create Symbolic Links' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_createsymboliclinks,Create Symbolic Links = *S-1-5-32-544,Unchanged,Administrators only (CIS optional NT VIRTUAL MACHINE\Virtual Machines omitted)
90.11,L1,Ensure 'Create Token' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_createtoken,Create Token = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.12,L1,Ensure 'Debug Programs' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_debugprograms,Debug Programs = *S-1-5-32-544,Unchanged,
90.13,L1,"Ensure 'Deny Access From Network' to include 'Guests, Local account' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_denyaccessfromnetwork,"Deny Access From Network = *S-1-5-32-546, *S-1-5-113",Unchanged,
90.14,L1,Ensure 'Deny Local Log On' to include 'Guests' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_denylocallogon,Deny Local Log On = *S-1-5-32-546,Unchanged,
90.15,L1,Ensure 'Deny Log On As Batch Job' to include 'Guests' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_denylogonasbatchjob,Deny Log On As Batch Job = *S-1-5-32-546,Unchanged,
90.16,L1,Ensure 'Deny Log On As Service Job' to include 'Guests' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_denylogonasservice,Deny Log On As Service = *S-1-5-32-546,Unchanged,
90.17,L1,"Ensure 'Deny Remote Desktop Services Log On' to include 'Guests, Local account' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_denyremotedesktopserviceslogon,"Deny Remote Desktop Services Log On = *S-1-5-32-546, *S-1-5-113",Unchanged,
90.18,L1,Ensure 'Enable Delegation' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_enabledelegation,Enable Delegation = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.19,L1,"Ensure 'Generate Security Audits' is set to 'LOCAL SERVICE, NETWORK SERVICE, RESTRICTED SERVICES\PrintSpoolerService' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_generatesecurityaudits,"Generate Security Audits = *S-1-5-19, *S-1-5-20, *S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229",Changed,
90.20,L1,"Ensure 'Impersonate Client' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE, RESTRICTED SERVICES\PrintSpoolerService' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_impersonateclient,"Impersonate Client = *S-1-5-6, *S-1-5-19, *S-1-5-20, *S-1-5-32-544, *S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229",Unchanged,
90.21,L1,"Ensure 'Increase Scheduling Priority' is set to 'Administrators, Window Manager\Window Manager Group' (Automated)",In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_increaseschedulingpriority,"Increase Scheduling Priority = *S-1-5-32-544, *S-1-5-90-0",Unchanged,
90.22,L1,Ensure 'Load Unload Device Drivers' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_loadunloaddevicedrivers,Load Unload Device Drivers = *S-1-5-32-544,Unchanged,
90.23,L1,Ensure 'Lock Memory' is set to 'No One' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights (No One) - v5.0.0,device_vendor_msft_policy_config_userrights_lockmemory,Lock Memory = <![CDATA[]]>,New,'No One' set as <![CDATA[]]> per CIS; Intune may report an error although the setting applies
90.24,L2,Ensure 'Log On As Batch Job' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L2 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_logonasbatchjob,Log On As Batch Job = *S-1-5-32-544,New,
90.25,L1,Ensure 'Manage auditing and security log' is set to 'Administrators' (Automated),In policy,Win - CDW Baseline - SC - CIS L1 - Device Security - D - User Rights - v5.0.0,device_vendor_msft_policy_config_userrights_manageauditingandsecuritylog,Manage Auditing And Security Log = *S-1-5-32-544,Unchanged,
